EmployeeID,Age,Gender,MaritalStatus,Education_Level,EducationField,BusinessTravel,Department,Commute,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,Grade,Role,Satisfaction,NumCompaniesWorked,OverTime,TotalExperienceYears,YearsInCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithLineManager,Attrition
483,40,Female,Married,4,Social Sciences,rarely,Research & Development,10,2213,22495,1171,46,1,Laboratory Technician,3,3,Yes,10,7,7,1,7,No
484,21,Male,Single,2,Health Science,none,Sales,9,2610,2851,895,39,1,Sales Representative,4,1,No,3,3,2,2,2,No
485,33,Female,Single,3,Business,rarely,Sales,5,2851,9150,350,34,1,Sales Representative,3,1,Yes,1,1,0,0,0,Yes
486,37,Female,Married,3,Health Science,rarely,Research & Development,10,3452,17663,921,98,1,Laboratory Technician,1,6,No,17,5,4,0,3,No
487,46,Female,Married,4,Health Science,none,Research & Development,7,5258,16044,1144,30,2,Manufacturing Director,3,2,No,7,1,0,0,0,No
488,41,Male,Single,3,Business,frequently,Sales,4,9355,9558,143,56,2,Sales Executive,2,1,No,8,8,7,7,7,Yes
491,50,Male,Single,3,Engineering,rarely,Research & Development,10,10496,2755,1046,100,3,Healthcare Representative,4,6,No,20,4,3,1,3,No
492,40,Male,Married,2,Business,rarely,Sales,22,6380,6110,575,68,2,Sales Executive,3,2,Yes,8,6,4,1,0,Yes
493,31,Male,Single,4,Social Sciences,rarely,Research & Development,9,2657,7551,408,42,1,Research Scientist,2,0,Yes,3,2,2,2,2,No
494,21,Female,Single,3,Social Sciences,rarely,Sales,12,2716,25422,156,90,1,Sales Representative,2,1,No,1,1,0,0,0,Yes
495,29,Male,Single,3,Social Sciences,rarely,Research & Development,23,2201,18168,1283,54,1,Research Scientist,4,9,No,6,3,2,1,2,No
496,35,Male,Single,4,Social Sciences,rarely,Research & Development,9,6540,19394,755,97,2,Healthcare Representative,2,9,No,10,1,1,0,0,No
497,27,Male,Divorced,2,Health Science,rarely,Research & Development,1,3816,17881,1469,82,1,Laboratory Technician,2,1,No,5,5,2,0,4,No
498,28,Male,Single,4,Social Sciences,rarely,Sales,9,5253,20750,304,92,2,Sales Executive,4,1,No,7,7,5,0,7,No
499,49,Male,Single,3,Other,rarely,Research & Development,7,10965,12066,1261,31,3,Healthcare Representative,3,8,No,26,5,2,0,0,No
500,51,Female,Married,2,Social Sciences,rarely,Sales,14,4936,14862,1178,87,2,Sales Executive,4,4,No,18,7,7,0,7,No
501,36,Female,Married,3,Social Sciences,rarely,Research & Development,2,2543,11868,329,96,1,Research Scientist,3,4,No,6,2,2,2,2,No
502,34,Male,Single,3,Business,none,Sales,19,5304,4652,1362,67,2,Sales Executive,4,8,Yes,9,5,2,0,4,Yes
505,55,Female,Single,3,Social Sciences,rarely,Research & Development,2,16659,23258,1311,97,4,Manager,4,2,Yes,30,5,4,1,2,No
507,24,Female,Divorced,4,Business,rarely,Sales,10,4260,5915,1371,77,2,Sales Executive,3,1,Yes,5,5,2,0,3,No
508,30,Male,Married,1,Engineering,rarely,Sales,2,2476,17434,202,72,1,Sales Representative,2,1,No,1,1,0,0,0,No
510,26,Male,Single,1,Engineering,frequently,Research & Development,3,3102,6582,575,73,1,Research Scientist,1,0,No,7,6,4,0,4,Yes
511,22,Female,Married,3,Health Science,rarely,Research & Development,11,2244,24440,253,43,1,Research Scientist,2,1,No,2,2,1,1,2,No
513,36,Male,Married,2,Health Science,rarely,Sales,2,7596,3809,164,61,3,Sales Executive,3,1,No,10,10,9,9,0,No
514,30,Male,Single,3,Engineering,frequently,Research & Development,4,2285,3427,464,40,1,Research Scientist,4,9,Yes,3,1,0,0,0,Yes
515,37,Female,Divorced,3,Social Sciences,rarely,Research & Development,14,3034,26914,1107,95,1,Laboratory Technician,1,1,No,18,18,7,12,17,No
516,40,Female,Divorced,2,Business,rarely,Sales,2,5715,22553,759,46,2,Sales Executive,2,7,No,8,5,4,1,3,No
517,42,Female,Divorced,4,Social Sciences,rarely,Research & Development,1,2576,20490,201,95,1,Laboratory Technician,1,3,No,8,5,2,1,2,No
518,37,Male,Single,4,Social Sciences,rarely,Research & Development,10,4197,21123,1305,49,2,Manufacturing Director,2,2,Yes,18,1,0,0,1,No
520,43,Male,Divorced,3,Social Sciences,rarely,Research & Development,12,14336,4345,982,59,4,Research Director,2,1,No,25,25,10,3,9,No
521,40,Female,Married,3,Health Science,rarely,Research & Development,2,3448,13436,555,78,2,Laboratory Technician,3,6,No,20,1,0,0,0,No
522,54,Male,Married,2,Health Science,rarely,Research & Development,5,19406,8509,821,86,5,Research Director,1,4,No,24,4,2,1,2,No
523,34,Female,Married,4,Business,none,Sales,4,6538,12740,1381,72,2,Sales Executive,3,9,No,6,3,2,1,2,No
524,31,Female,Married,2,Health Science,rarely,Research & Development,7,4306,4156,480,31,2,Manufacturing Director,1,1,No,13,13,10,3,12,No
525,43,Male,Married,3,Health Science,frequently,Research & Development,21,2258,15238,313,61,1,Laboratory Technician,4,7,No,8,3,2,1,2,No
526,43,Female,Divorced,4,Other,rarely,Research & Development,8,4522,2227,1473,74,2,Healthcare Representative,3,4,Yes,8,5,2,0,2,No
527,25,Female,Single,2,Social Sciences,rarely,Sales,4,4487,12090,891,99,2,Sales Executive,4,1,Yes,5,5,4,1,3,No
529,37,Female,Married,5,Health Science,none,Research & Development,25,4449,23866,1063,72,2,Research Scientist,3,3,Yes,15,13,11,10,7,No
530,31,Male,Married,2,Social Sciences,rarely,Research & Development,1,2218,16193,329,98,1,Laboratory Technician,1,1,No,4,4,2,3,2,No
531,39,Male,Divorced,1,Social Sciences,frequently,Research & Development,1,19197,8213,1218,52,5,Manager,3,1,Yes,21,21,8,1,6,No
532,56,Female,Married,3,Social Sciences,frequently,Sales,6,13212,18256,906,86,4,Sales Executive,1,9,No,36,7,7,7,7,No
533,30,Female,Single,3,Engineering,rarely,Sales,12,6577,19558,1082,83,2,Sales Executive,3,0,No,6,5,4,4,4,No
534,41,Male,Married,3,Business,rarely,Sales,1,8392,19566,645,49,3,Sales Executive,1,1,No,10,10,7,0,7,No
536,28,Male,Divorced,2,Health Science,rarely,Research & Development,17,4558,13535,1300,79,2,Laboratory Technician,1,1,No,10,10,0,1,8,No
538,25,Male,Married,3,Health Science,rarely,Research & Development,3,4031,9396,688,91,1,Laboratory Technician,1,5,No,6,2,2,0,2,Yes
543,52,Male,Married,3,Health Science,rarely,Research & Development,3,7969,19609,319,39,3,Manufacturing Director,3,2,Yes,28,5,4,0,4,No
544,45,Male,Married,2,Social Sciences,rarely,Research & Development,10,2654,9655,192,69,1,Research Scientist,4,3,No,8,2,2,0,2,No
546,52,Female,Married,2,Social Sciences,rarely,Research & Development,4,16555,10310,1490,30,4,Manager,4,2,No,31,5,2,1,4,No
547,42,Female,Divorced,2,Social Sciences,frequently,Research & Development,29,4556,12932,532,92,2,Research Scientist,3,2,No,19,5,4,0,2,No
548,30,Female,Single,3,Social Sciences,rarely,Research & Development,2,6091,24793,317,43,2,Manufacturing Director,4,2,No,11,5,4,0,2,No
549,60,Female,Married,3,Social Sciences,rarely,Research & Development,7,19566,3854,422,41,5,Manager,1,5,No,33,29,8,11,10,No
550,46,Female,Divorced,3,Health Science,rarely,Research & Development,18,4810,26314,1485,87,2,Manufacturing Director,3,2,No,19,10,7,0,8,No
551,42,Female,Married,4,Engineering,frequently,Research & Development,28,4523,4386,1368,88,2,Healthcare Representative,4,0,No,7,6,5,0,4,No
554,24,Female,Single,1,Engineering,rarely,Sales,1,3202,21972,1448,62,1,Sales Representative,2,1,Yes,6,5,3,1,4,Yes
555,34,Female,Divorced,2,Business,frequently,Sales,6,2351,12253,296,33,1,Sales Representative,3,0,No,3,2,2,1,0,Yes
556,38,Male,Married,2,Social Sciences,frequently,Research & Development,2,1702,12106,1490,42,1,Laboratory Technician,4,1,Yes,1,1,0,0,0,No
558,40,Female,Married,4,Social Sciences,rarely,Sales,2,18041,13022,1398,79,5,Manager,3,0,No,21,20,15,1,12,No
560,26,Female,Divorced,3,Social Sciences,rarely,Research & Development,23,2886,3032,1349,90,1,Research Scientist,4,1,No,3,3,2,0,2,No
562,30,Male,Married,3,Social Sciences,none,Research & Development,3,2097,16734,1400,53,1,Laboratory Technician,4,4,No,9,5,3,1,4,No
564,29,Male,Married,4,Health Science,rarely,Research & Development,3,11935,21526,986,93,3,Research Director,3,1,No,10,10,2,0,7,No
565,29,Female,Married,5,Engineering,rarely,Research & Development,25,2546,18300,408,71,1,Research Scientist,2,5,No,6,2,2,1,1,Yes
566,19,Male,Single,2,Engineering,rarely,Human Resources,2,2564,18437,489,52,1,Human Resources,4,1,No,1,1,0,0,0,Yes
567,30,Female,Married,4,Other,none,Sales,22,8412,2890,1398,69,3,Sales Executive,1,0,No,10,9,8,7,8,No
568,57,Male,Divorced,3,Business,rarely,Sales,29,14118,22102,210,56,4,Manager,4,3,No,32,1,0,0,0,No
569,50,Male,Married,4,Social Sciences,rarely,Research & Development,29,17046,9314,1099,88,4,Manager,3,0,No,28,27,10,15,7,No
571,30,Female,Single,3,Health Science,none,Research & Development,2,2564,7181,1116,49,1,Laboratory Technician,4,0,No,12,11,7,6,7,No
573,60,Female,Married,3,Business,frequently,Sales,28,10266,2845,1499,80,3,Sales Executive,1,4,No,22,18,13,13,11,No
574,47,Female,Divorced,2,Health Science,rarely,Research & Development,2,5070,7389,983,65,2,Manufacturing Director,4,5,No,20,5,0,0,4,No
575,46,Male,Married,3,Social Sciences,rarely,Research & Development,2,17861,2288,1009,51,4,Research Director,3,6,No,26,3,2,0,1,No
577,35,Male,Single,3,Social Sciences,rarely,Research & Development,22,4230,19225,144,46,1,Laboratory Technician,3,0,No,6,5,4,4,3,No
578,54,Female,Single,4,Social Sciences,rarely,Research & Development,8,3780,23428,548,42,2,Laboratory Technician,3,7,No,19,1,0,0,0,No
579,34,Male,Divorced,4,Social Sciences,rarely,Research & Development,2,2768,8416,1303,62,1,Research Scientist,3,3,No,14,7,3,5,7,No
580,46,Female,Married,3,Business,rarely,Sales,10,9071,11563,1125,94,3,Sales Executive,4,2,Yes,15,3,2,1,2,No
581,31,Male,Divorced,1,Social Sciences,rarely,Research & Development,9,10648,14394,1274,33,3,Manufacturing Director,2,1,No,13,13,8,0,8,No
582,33,Male,Married,1,Health Science,rarely,Research & Development,15,13610,24619,1277,56,3,Manager,3,7,Yes,15,7,6,7,7,Yes
584,33,Male,Divorced,1,Health Science,rarely,Research & Development,10,3408,6705,587,38,1,Laboratory Technician,4,7,No,8,4,3,1,3,Yes
585,30,Male,Single,1,Business,rarely,Sales,7,2983,18398,413,57,1,Sales Representative,2,0,No,4,3,2,1,2,No
586,35,Male,Married,3,Social Sciences,rarely,Research & Development,16,7632,14295,1276,72,3,Healthcare Representative,3,4,Yes,10,8,7,0,0,No
587,31,Male,Married,3,Social Sciences,frequently,Research & Development,20,9824,22908,534,66,3,Healthcare Representative,3,3,No,12,1,0,0,0,Yes
590,34,Female,Divorced,3,Human Resources,frequently,Human Resources,23,9950,11533,988,43,3,Human Resources,1,9,Yes,11,3,2,0,2,Yes
591,42,Male,Married,2,Other,frequently,Research & Development,5,2093,9260,1474,97,1,Laboratory Technician,3,4,No,8,2,2,2,0,No
592,36,Male,Single,4,Health Science,none,Sales,10,9980,15318,635,32,3,Sales Executive,4,1,No,10,10,3,9,7,No
593,22,Male,Single,1,Engineering,frequently,Research & Development,4,3894,9129,1368,99,1,Laboratory Technician,3,5,No,4,2,2,1,2,Yes
595,48,Female,Married,5,Business,rarely,Sales,2,4051,19658,163,37,2,Sales Executive,4,2,No,14,9,7,6,7,No
597,55,Female,Single,5,Social Sciences,rarely,Sales,18,16835,9873,1117,83,4,Manager,2,3,No,37,10,9,7,7,No
599,41,Male,Single,2,Social Sciences,none,Sales,10,6230,13430,267,56,2,Sales Executive,4,7,No,16,14,3,1,10,No
600,35,Male,Married,3,Business,rarely,Sales,1,4717,18659,619,85,2,Sales Executive,3,9,No,15,11,9,6,9,No
601,40,Female,Single,3,Social Sciences,rarely,Research & Development,6,13237,20364,302,75,4,Manufacturing Director,3,7,No,22,20,6,5,13,No
602,39,Female,Married,1,Social Sciences,frequently,Research & Development,8,3755,17872,443,48,1,Laboratory Technician,3,1,No,8,8,3,0,7,No
604,31,Male,Single,1,Social Sciences,rarely,Sales,2,6582,8346,828,77,2,Sales Executive,4,4,Yes,10,6,5,0,5,No
605,42,Male,Married,3,Health Science,rarely,Research & Development,24,7406,6950,319,56,3,Manufacturing Director,1,1,Yes,10,10,9,5,8,No
606,45,Male,Married,3,Other,rarely,Sales,2,4805,16177,561,61,2,Sales Executive,2,0,No,9,8,7,3,7,No
608,26,Female,Divorced,4,Social Sciences,frequently,Human Resources,17,2741,22808,426,58,1,Human Resources,3,0,Yes,8,7,7,1,0,Yes
611,29,Male,Divorced,3,Engineering,rarely,Research & Development,19,4262,22645,232,34,2,Manufacturing Director,4,4,No,8,3,2,1,2,No
612,33,Female,Divorced,5,Health Science,rarely,Research & Development,1,16184,22578,922,95,4,Research Director,3,4,No,10,6,1,0,5,No
613,31,Male,Divorced,3,Social Sciences,rarely,Sales,7,11557,25291,688,44,3,Manager,4,9,No,10,5,4,0,1,No
614,18,Male,Single,3,Business,frequently,Sales,5,1878,8059,1306,69,1,Sales Representative,2,1,Yes,0,0,0,0,0,Yes
615,40,Male,Divorced,3,Other,none,Sales,28,10932,11373,1094,58,3,Sales Executive,1,3,No,20,1,0,0,1,No
616,41,Female,Single,4,Other,none,Research & Development,2,6811,2112,509,62,2,Healthcare Representative,3,2,Yes,10,8,7,0,7,No
618,26,Male,Divorced,2,Health Science,rarely,Sales,29,4306,4267,775,45,2,Sales Executive,3,5,No,8,0,0,0,0,No
620,35,Female,Single,3,Health Science,rarely,Sales,1,4859,6698,195,80,2,Sales Executive,3,1,No,5,5,4,0,3,No
621,34,Male,Single,4,Social Sciences,rarely,Sales,21,5337,19921,258,74,2,Sales Executive,4,1,No,10,10,7,5,7,No
622,26,Male,Single,3,Engineering,rarely,Research & Development,24,2340,23213,471,66,1,Laboratory Technician,4,1,Yes,1,1,0,0,0,Yes
623,37,Female,Single,3,Engineering,rarely,Research & Development,1,7491,23848,799,59,3,Manufacturing Director,4,4,No,12,6,5,1,2,No
624,46,Female,Married,1,Health Science,frequently,Research & Development,18,10527,8984,1034,86,3,Healthcare Representative,3,5,No,28,2,2,1,2,No
625,41,Female,Married,5,Social Sciences,rarely,Sales,2,16595,5626,1276,91,4,Manager,1,7,No,22,18,16,11,8,No
626,37,Male,Divorced,4,Health Science,none,Sales,9,8834,24666,142,69,3,Sales Executive,2,1,No,9,9,5,7,7,No
630,52,Male,Divorced,2,Engineering,rarely,Research & Development,6,5577,22087,956,78,2,Research Scientist,1,3,Yes,18,10,9,6,9,No
631,32,Male,Married,4,Other,none,Sales,11,4707,23914,1474,60,2,Sales Executive,3,8,No,6,4,2,1,2,Yes
632,24,Male,Married,3,Health Science,frequently,Sales,24,2400,5530,535,38,1,Sales Representative,4,0,No,3,2,2,2,1,No
634,38,Female,Married,3,Health Science,rarely,Research & Development,10,9824,22174,1495,76,2,Healthcare Representative,3,3,No,18,1,0,0,0,No
635,37,Female,Married,4,Social Sciences,rarely,Research & Development,1,6447,15701,446,65,2,Manufacturing Director,2,6,No,8,6,5,4,3,No
638,49,Male,Divorced,4,Social Sciences,rarely,Research & Development,18,19502,2125,1245,58,5,Research Director,3,1,Yes,31,31,9,0,9,No
639,24,Male,Married,3,Health Science,rarely,Research & Development,23,2725,21630,691,89,1,Research Scientist,4,1,Yes,6,6,5,1,4,No
641,26,Male,Married,2,Business,rarely,Sales,28,6272,7428,703,66,2,Sales Executive,2,1,No,6,5,3,1,4,No
643,24,Male,Married,2,Other,rarely,Research & Development,17,2127,9100,823,94,1,Laboratory Technician,2,1,No,1,1,0,0,0,No
644,50,Male,Married,3,Health Science,frequently,Human Resources,3,18200,7999,1246,99,5,Manager,2,1,No,32,32,5,10,7,No
645,25,Male,Married,1,Health Science,rarely,Sales,13,2096,26376,622,40,1,Sales Representative,3,1,No,7,7,4,0,6,No
647,24,Female,Married,3,Social Sciences,frequently,Research & Development,7,2886,14168,1287,55,1,Laboratory Technician,3,1,Yes,6,6,3,1,2,Yes
648,30,Male,Married,4,Social Sciences,frequently,Sales,12,2033,14470,448,74,1,Sales Representative,1,1,No,1,1,0,0,0,Yes
649,34,Male,Married,2,Social Sciences,rarely,Research & Development,1,3622,22794,254,83,1,Research Scientist,4,1,Yes,6,6,5,1,3,No
650,31,Male,Divorced,4,Health Science,rarely,Sales,13,4233,11512,1365,46,2,Sales Executive,1,2,No,9,3,1,1,2,Yes
652,35,Male,Single,2,Other,rarely,Research & Development,25,3681,14004,538,54,2,Laboratory Technician,4,4,No,9,3,2,0,2,No
653,31,Male,Divorced,4,Health Science,rarely,Sales,6,5460,6219,525,66,2,Sales Executive,4,4,No,13,7,7,5,7,No
655,27,Female,Divorced,4,Health Science,rarely,Research & Development,6,2187,5013,798,66,1,Research Scientist,3,0,No,6,5,3,0,3,No
656,37,Male,Married,3,Business,rarely,Sales,2,9602,3010,558,75,2,Sales Executive,3,4,Yes,17,3,0,1,0,No
657,20,Female,Single,3,Social Sciences,rarely,Research & Development,1,2836,11757,959,83,1,Research Scientist,2,1,No,1,1,0,0,0,No
659,42,Female,Married,4,Social Sciences,rarely,Research & Development,2,4089,5718,622,81,2,Healthcare Representative,4,1,No,10,10,2,2,2,No
661,43,Male,Divorced,4,Other,rarely,Research & Development,6,16627,2671,782,50,4,Research Director,4,4,Yes,21,1,0,0,0,No
662,38,Female,Single,1,Social Sciences,rarely,Research & Development,1,2619,14561,362,43,1,Research Scientist,1,3,No,8,0,0,0,0,No
663,43,Male,Divorced,5,Health Science,frequently,Research & Development,9,5679,19627,1001,72,2,Laboratory Technician,3,3,Yes,10,8,7,4,7,No
664,48,Female,Married,4,Social Sciences,rarely,Research & Development,1,15402,17997,1236,40,4,Manager,1,7,No,21,3,2,0,2,No
665,44,Female,Single,4,Social Sciences,rarely,Human Resources,1,5985,26894,1112,50,2,Human Resources,3,4,No,10,2,2,0,2,No
666,34,Female,Divorced,3,Engineering,rarely,Sales,14,2579,2912,204,31,1,Sales Representative,3,1,Yes,8,8,2,0,6,No
667,27,Male,Divorced,1,Business,rarely,Sales,2,3041,16346,1420,85,1,Sales Representative,1,0,No,5,4,3,0,2,Yes
669,21,Male,Single,1,Engineering,rarely,Sales,22,3447,24444,1343,49,1,Sales Representative,3,1,No,3,3,2,1,2,No
671,44,Male,Married,4,Other,rarely,Research & Development,3,19513,9358,1315,35,5,Manager,4,4,Yes,26,2,2,0,1,No
675,22,Male,Married,1,Health Science,rarely,Research & Development,6,2773,12145,604,69,1,Research Scientist,3,0,No,3,2,2,2,2,No
677,33,Male,Divorced,4,Business,rarely,Sales,8,7104,20431,1216,39,2,Sales Executive,3,0,No,6,5,0,1,2,No
679,32,Female,Married,4,Social Sciences,rarely,Research & Development,9,6322,18089,646,92,2,Research Scientist,4,1,Yes,6,6,4,0,5,No
680,30,Female,Divorced,3,Health Science,frequently,Research & Development,3,2083,22653,160,71,1,Research Scientist,3,1,No,1,1,0,0,0,No
682,53,Female,Single,1,Health Science,rarely,Sales,1,8381,7507,238,34,2,Sales Executive,1,7,No,18,14,7,8,10,No
683,34,Male,Married,5,Social Sciences,rarely,Research & Development,1,2691,7660,1397,42,1,Research Scientist,4,1,No,10,10,9,8,8,No
684,45,Female,Married,4,Social Sciences,frequently,Sales,26,4286,5630,306,100,2,Sales Executive,1,2,No,5,1,1,0,0,Yes
686,26,Female,Married,3,Social Sciences,rarely,Research & Development,6,2659,17759,991,71,1,Laboratory Technician,4,1,Yes,3,3,2,0,2,No
689,37,Male,Married,3,Other,rarely,Research & Development,3,9434,9606,482,36,3,Manufacturing Director,3,1,No,10,10,7,7,8,No
690,29,Female,Married,2,Health Science,rarely,Sales,3,5561,3487,1176,62,2,Sales Executive,3,1,No,6,6,0,1,2,No
691,35,Male,Single,4,Social Sciences,rarely,Research & Development,6,6646,19368,1017,82,2,Research Scientist,4,1,No,17,17,11,11,8,No
692,33,Male,Divorced,3,Social Sciences,frequently,Research & Development,6,7725,5335,1296,30,2,Healthcare Representative,4,3,No,15,13,11,4,7,No
698,54,Male,Married,4,Health Science,rarely,Human Resources,19,10725,6729,397,88,3,Human Resources,2,2,No,16,9,7,7,1,No
699,36,Male,Divorced,2,Health Science,rarely,Research & Development,9,8847,13934,913,48,2,Manufacturing Director,2,2,Yes,13,3,2,0,2,No
700,27,Male,Single,4,Health Science,rarely,Research & Development,3,2045,15174,1115,54,1,Research Scientist,4,0,No,5,4,2,1,1,No
701,20,Male,Single,1,Health Science,rarely,Research & Development,10,1009,26999,1362,32,1,Research Scientist,3,1,Yes,1,1,0,1,1,Yes
702,33,Male,Single,3,Social Sciences,frequently,Research & Development,3,3348,3164,1076,70,1,Research Scientist,1,1,Yes,10,10,8,9,7,Yes
704,35,Male,Married,3,Social Sciences,none,Research & Development,3,1281,16900,727,41,1,Laboratory Technician,3,1,No,1,1,0,0,0,No
705,23,Male,Married,3,Health Science,rarely,Research & Development,4,2819,8544,885,58,1,Research Scientist,1,2,No,5,3,2,0,2,No
707,25,Male,Married,3,Social Sciences,rarely,Sales,8,4851,15678,810,57,2,Sales Executive,2,0,No,4,3,2,1,2,No
709,38,Female,Single,4,Business,rarely,Sales,7,4028,7791,243,46,2,Sales Executive,4,0,No,8,7,7,0,5,No
710,29,Male,Divorced,4,Social Sciences,frequently,Research & Development,1,2720,18959,806,76,1,Research Scientist,4,1,No,10,10,7,2,8,No
712,48,Male,Married,1,Business,rarely,Sales,2,8120,18597,817,56,2,Sales Executive,2,3,No,12,2,2,2,2,No
714,27,Female,Divorced,1,Health Science,frequently,Sales,3,4647,16673,1410,71,2,Sales Executive,4,1,Yes,6,6,5,0,4,No
715,37,Male,Single,2,Social Sciences,rarely,Research & Development,10,4680,15232,1225,80,1,Research Scientist,4,3,No,4,1,0,0,0,No
716,50,Male,Married,1,Health Science,rarely,Research & Development,28,3221,3297,1207,74,1,Laboratory Technician,3,1,Yes,20,20,8,3,8,No
717,34,Female,Single,3,Health Science,rarely,Research & Development,9,8621,17654,1442,46,3,Healthcare Representative,2,1,No,9,8,7,7,7,No
720,24,Female,Single,2,Social Sciences,rarely,Sales,3,4577,24785,693,65,2,Sales Executive,3,9,No,4,2,2,2,0,Yes
721,39,Female,Single,4,Engineering,rarely,Research & Development,2,4553,20978,408,80,2,Healthcare Representative,3,1,No,20,20,7,11,10,No
722,32,Male,Single,3,Business,rarely,Sales,10,5396,21703,929,55,2,Sales Executive,4,1,No,10,10,7,0,8,No
723,50,Male,Married,2,Engineering,frequently,Sales,8,6796,23452,562,50,2,Sales Executive,3,3,Yes,18,4,3,1,3,Yes
724,38,Female,Single,4,Social Sciences,rarely,Research & Development,1,7625,19383,827,33,2,Healthcare Representative,4,0,No,10,9,7,1,8,No
725,27,Female,Married,2,Social Sciences,rarely,Research & Development,1,7412,6009,608,68,3,Manufacturing Director,1,1,No,9,9,7,0,7,No
727,32,Female,Single,2,Social Sciences,rarely,Research & Development,3,11159,19373,1018,39,3,Research Director,4,3,No,10,7,7,7,7,No
728,47,Male,Single,4,Business,rarely,Sales,14,4960,11825,703,42,2,Sales Executive,1,2,No,20,7,7,1,7,No
729,40,Male,Married,4,Social Sciences,frequently,Sales,5,10475,23772,580,48,3,Sales Executive,1,5,Yes,20,18,13,1,12,No
730,53,Male,Married,3,Social Sciences,rarely,Research & Development,7,14814,13514,970,59,4,Research Director,3,3,No,32,5,1,1,3,No
731,41,Male,Divorced,4,Human Resources,rarely,Human Resources,10,19141,8861,427,73,5,Manager,4,3,No,23,21,6,12,6,No
732,60,Male,Single,4,Business,rarely,Sales,16,5405,11924,1179,84,2,Sales Executive,1,8,No,10,2,2,2,2,No
733,27,Male,Divorced,2,Social Sciences,frequently,Research & Development,10,8793,4809,294,32,3,Manufacturing Director,1,1,No,9,9,7,1,7,No
734,41,Male,Married,3,Human Resources,rarely,Human Resources,1,19189,19562,314,59,5,Manager,3,1,No,22,22,7,2,10,No
738,50,Male,Married,4,Business,rarely,Sales,8,3875,9983,316,54,1,Sales Representative,2,7,No,4,2,2,2,2,No
741,28,Female,Single,2,Social Sciences,rarely,Research & Development,1,2216,3872,654,67,1,Research Scientist,2,7,Yes,10,7,7,3,7,Yes
742,36,Female,Married,3,Social Sciences,none,Research & Development,8,11713,20335,427,63,3,Research Director,1,9,No,10,8,7,0,5,No
743,38,Female,Single,3,Social Sciences,rarely,Research & Development,1,7861,15397,168,81,3,Manufacturing Director,3,4,Yes,10,1,0,0,0,No
744,44,Male,Single,3,Health Science,none,Research & Development,24,3708,2104,381,49,1,Laboratory Technician,3,2,No,9,5,2,1,4,No
746,47,Female,Divorced,3,Health Science,frequently,Sales,3,13770,10225,217,49,4,Sales Executive,3,9,Yes,28,22,2,11,13,No
747,30,Male,Divorced,5,Business,rarely,Sales,27,5304,25275,501,99,2,Sales Executive,4,7,No,10,8,7,7,7,No
749,29,Male,Single,3,Social Sciences,rarely,Sales,10,2642,2755,1396,99,1,Sales Representative,3,1,No,1,1,0,0,0,No
752,42,Male,Divorced,3,Health Science,frequently,Research & Development,19,2759,20366,933,57,1,Research Scientist,3,6,Yes,7,2,2,2,2,Yes
754,43,Male,Married,3,Social Sciences,frequently,Sales,15,6804,23683,775,47,2,Sales Executive,4,3,No,7,2,2,2,2,No
757,34,Female,Single,2,Health Science,rarely,Research & Development,8,6142,7360,970,96,2,Healthcare Representative,3,3,No,10,5,1,4,3,No
758,23,Male,Married,1,Health Science,rarely,Research & Development,9,2500,4344,650,37,1,Laboratory Technician,1,1,No,5,4,3,0,2,No
760,39,Female,Married,3,Human Resources,rarely,Human Resources,3,6389,18767,141,44,2,Human Resources,2,9,No,12,8,3,3,6,No
762,56,Male,Married,3,Health Science,rarely,Research & Development,9,11103,20420,832,81,4,Healthcare Representative,4,7,No,30,10,7,1,1,No
763,40,Female,Single,1,Health Science,rarely,Research & Development,2,2342,22929,804,86,1,Research Scientist,4,0,Yes,5,4,2,2,3,No
764,27,Female,Single,3,Health Science,rarely,Research & Development,7,6811,23398,975,55,2,Healthcare Representative,1,8,No,9,7,6,0,7,No
766,29,Male,Divorced,3,Business,rarely,Sales,10,2297,17967,1090,83,1,Sales Representative,2,1,No,2,2,2,2,2,No
769,53,Male,Single,3,Social Sciences,rarely,Research & Development,6,2450,10919,346,86,2,Laboratory Technician,4,2,No,19,2,2,2,2,No
771,35,Female,Divorced,4,Social Sciences,none,Research & Development,2,5093,4761,1225,61,2,Healthcare Representative,1,2,No,16,1,0,0,0,No
772,32,Male,Married,4,Social Sciences,frequently,Research & Development,24,5309,21146,430,80,2,Laboratory Technician,4,1,No,10,10,8,4,7,No
773,38,Male,Married,5,Health Science,rarely,Research & Development,2,3057,20471,268,92,1,Research Scientist,3,6,Yes,6,1,0,0,1,No
775,34,Female,Divorced,5,Social Sciences,rarely,Research & Development,8,5121,4187,167,32,2,Manufacturing Director,1,3,No,7,0,0,0,0,No
776,52,Male,Married,4,Business,rarely,Sales,3,16856,10084,621,31,4,Manager,1,1,No,34,34,6,1,16,No
780,33,Male,Single,4,Other,rarely,Research & Development,1,2686,5207,527,63,1,Research Scientist,4,1,Yes,10,10,9,7,8,Yes
781,25,Female,Single,1,Health Science,rarely,Sales,26,6180,22807,883,32,2,Sales Executive,4,1,No,6,6,5,1,4,No
783,45,Male,Single,2,Engineering,rarely,Sales,2,6632,12388,954,46,2,Sales Representative,3,0,No,9,8,7,3,1,No
784,23,Male,Single,1,Health Science,rarely,Research & Development,10,3505,19630,310,79,1,Research Scientist,3,1,No,2,2,2,0,2,No
